tweet,sarcastic
#PTIUKGoNawazGoCampaign||Show up at the peaceful protest infront of Lancaster house to greet our PM with respect ||,1
@khushsundar true sissy well said.. fit to live as a man...,0
Is there even math cells? if there is they're not working ahhh hahaha #mathisfun,1
Kitty aaaaint happy #cat  #happy #today http://t.co/ayDMcsz7jd,0
Woke up crying because of the nightmare I had... gonna be a great day,1
I just love working on Christmas and spending it alone 6 hours away from my family!,1
First day skiing #killedit  #iwasshit #tignes #seasonlife http://t.co/oHYSozoNPP,1
"Oh materialism, how I've missed you.",1
Girl put your records on. Tell me your favorite song.  #inasong #myfav,1
"Thanks to #TeamIpswich ED for making the news crew and I so welcome this morning, as they always do. #BlackFriday filming #ItWasQuiet",1
"I love getting woken up by my body just to say ""I know you were comfortable sleeping.. But here's something you don't want anyway""",1
Americans love guns more than ever! http://t.co/U9pHYAzcvx #Chicago #Detroit examples of strict #gunlaws yet have the most crime,1
"@DIYcookery: A Guide To Coffee :ok_hand_sign: http://t.co/CXJigjMwaa LOL, espresso from that time we went to the Maple Leafs fan fest @sammiebressette",0
new shoes. kinda in love with an inanimate object. http://t.co/JRqIc9QyMk,0
@Only1Neets Probably a Nigerian.,1
"#OrionLaunch go, no-go, go, no-go. I'm getting dizzy... Imagine if there was a crew in there - how stressful would this be?!",0
Andrew Luck is some kind of QB... Wowzers. #INDvsCLE,0
LoL game over Napoli win and they are better then Juve,0
@NiteshpandeyG @AamAadmiParty hahaha u talk abt policies..just check delhi dialogue page..are u from another gola lol,0
Oh god I just so happens that i love really LOVE slow internet #slowinternet,1
Twitter is dead. #ThanksFinals,1
make up hours sound fun.,1
"Alright y'all, back to binge watching Legend of Korra like a muthafukn gangster.",0
When your  is so advanced people actually think you are #stupid.. http://t.co/LSGmXqneqq http://t.co/fOqATXhy5U,1
What doesn't kill you makes you #stronger :ok_hand_sign:...I'm  #perfect #mybody :see-no-evil_monkey: http://t.co/lBIZvOjuE5,0
@ItsAnaBln yeah me! |I should get a more active social life and get away from the internet...,0
OH you're just gonna wait till new years to start working out? #thatscool,1
@MikeLoBurgio @BarackObama protecting the namesake of a #PalinSpawn,1
Another day just livin the dream  #needmoremoney,1
@lauraaball_ Prepare to get mucked  #imissedu,1
@deWaardSara You can afford stocks? Teachers make SO MUCH money it's crazy!,1
Two hour drive this morning with the instructor.  Oh yes..  #scaredshitless #yikes,1
If I believed in that sort of thing I should be canonized #selfpraise,0
WAIT the GA I have a crush on and emailed me and told me it was great to have me in class :smiling_face_with_heart-shaped_eyes::heavy_black_heart::face_throwing_a_kiss: he totally loves me,1
Woke up to find out my vehicle insurance went up $22 a month!! Merry Christmas to me...  :unamused_face:,1
@laurenfleskes hahaha such a 1% town,0
"I shouldn't lose a full day of work because of system updates, but it happened yesterday. #fuckingwindows",0
"People these days are so loving, accepting, and nonjudgmental. It's great.",1
Simple way to be #fashionable n contribute to #empower thousands of #women and #weavers. http://t.co/2kCyadmqWI #KhadiGaatha #GoGreen,0
@mattnewton doesn't get more #indiefilm than #miboxzombie https://t.co/uu7zObVxdG :-),0
I love it when work tells me they don't need me to come in :information_desk_person::face_with_tears_of_joy::loudly_crying_face::loudly_crying_face::loudly_crying_face:,1
"look for the girl with the broken smile, ask her if she wants to stay while, and she will be loved. :two_hearts::musical_note:",0
I feel a nap in my near future. #NapTime,0
: When the vapours that are emitted by cleansing solvents are emitted by contaminating chemicals. #Cleansing=#Contaminating #Vapour,1
Time for babygirl and I to get our beauty sleep:sleeping_face::sleeping_symbol::sleeping_symbol:,0
The ugly truth... #abuse  #enough #words http://t.co/F7ngPbF2yz,0
@unsarcasticone Oh crap. Mean. What did it mean. See my last few RTs.,0
@EdMartin_Music excited for 2015 its gonna be a good year for music ur gonna smash it #Ed:microphone:,0
 is the name of the game. http://t.co/cUWvhv0VXL,0
"@SportsCenter #SC3stars CARDALE JONES. Third string QB, Big10 Champion and MVP.",0
"#HybridCloud needs hybrid monitoring... monitor Azure, plus apps and dbs, from SCOM https://t.co/uJRpzYnY8y",0
@KCChiefs did you think that only making 100 was going to be enough?,1
2 days off the next two weeks. 3 in the new yr. Love working over xmas.  #needthemoney,1
what a good time to start voting again  #BestNewArtist Fifth Harmony,1
"Comcast, greatest customer service on the planet  #comcastistheworst http://t.co/0fRUac4tBv",1
"By @erickaajanae ""#Bts At DIPMAGAZINE #PhotoShoot #WIFEYSERIES Me and _traviiiiis . Don't Forget To... http://t.co/v3cb77KCig",0
"In #Business, knowing 'what  to do' is very imp. #SayNo to anything that comes b/w u n ur #dreams. Even #money . #entrepreneur #tips",0
"Dear () #Spain's gov and Catalan Police, congrats you managed to accomplish the impossible: Go even lower than #Greece #OperaciónPandora",1
@JordanHavlin11 @Ziggi_M missing the bants at work today  #ha #ha #ha #shitbants,1
" is not lost. @RehamKhan1 @ShireenMazari1  @ArifAlvi http://t.co/NVseI8XEN4""",0
Getting ready to ship surplus ink cartridges out to Nunavut communities- yup that's a great use of time/resources! #sofulfilled,1
#But #Buy #Couch #Enveloppe #If #Its  #HomeDecor|Please RT: http://t.co/pnQT7ajj5m http://t.co/StTpKf4qAS,0
"Selfish, narcissistic. Only the woman matters. Child doesn't matter. Father doesn't matter. No one else matters.|http://t.co/1olMSFOTd7",0
So kind of occ health to book my tb skin test on my day off uni. I am thrilled,1
Wickedly ignorant bout Black Americans see racism in everything' a figment of their imagination#Cannot be trumped by J'can hypocrisy#NNN,0
#bibotour & #champwithin founder @traciscampbell on @WCIU_YouAndMe w/dancers Ricky & Gracey #chicago #women,0
"You're any moment, every second,|Every scent and every flower|As a girl.",0
find ONE local PD that reported an 80% drop @RBRNetwork1 @TheOldBreed1775 @Dolphin__Man @Joseph_WarrenDR @jus1314tin @CoutoPanda,0
This should be fun next spring.  http://t.co/nb63wOUmKE,1
Chillax Bitches. :face_with_stuck-out_tongue_and_tightly-closed_eyes: why is my face so squished. #fireball http://t.co/2J6NiWuIPJ,0
"@cnsnews @AnnCoulter Obamanomics: FS & Unemployment Insurance is ""economic stimulus"". FT to PT work frees us to follow our dreams.",0
"@greateranglia really well done. Another short formation, so I get to stand for the 3rd day in a row from Kel to LLS 7:18. Thanks",1
More  in winning a sweet hamper at a Christmas fete the day after a jellybean damaged a tooth!,1
Getting my shit together in 2015 like........ #2015isthenewturnup #myboos #funtimes #makingmemories... http://t.co/elqmUTDtwS,0
Ahhh Finals week.... I'll throw a kegger at my house for all the survivors :skull::skull::skull: #Motivating  #RIP,1
Such a fun day in the lib studying Econ for 14 hours.. can't wait to do it again tomorrow  #ThisIsMiserable,1
@Sherrod_Small As the only black listener to the @OpieandJimmy show...Love having you on it!!#RaceWars,0
"""Dear Dr. Diaz, gravity does not exist, Einstein got it wrong. I wrote a book explaining my theory, let me know if you want to read it""",1
"@JHill_Official @brianfriedman @OK_Magazine outta the boardroom, I to the partay!! #luvvit",0
Lots if love for #Miranda,1
I just earned the 'Photogenic Brew (Level 21)' badge on @untappd! http://t.co/3slfluggKx,0
"pt3..for his family to follow, and they can talk at home. All this talk about new owners and destabilising pf the club could #mot #lufc",0
"Workaholics: if you're sick, don't let that stop you from bringing your germs into the office. We all appreciate your commitment.",1
"James Burke Connections, Episode 7 A Special Place: http://t.co/tp7MwdvwCW via @YouTube #This is  /-\ #DRILL <()>",0
@SR_Duncan @JojoKaliski I love how JoJo has kept it classy....,1
"Quel domage  RT @CFL_News: No Canada: Bills in TO series, which was a colossal flop, has been cancelled http://t.co/LBIF1WE2pW #CFL #NFL",1
@ZafShabir and a strut to boot,0
@BillPowers9  but if we all hold hands and sing Kumbaya they won't hate us!,1
"There's no such thing as ""too much ammo""",0
Those Amarillo hops make it just right #goldilocks - Drinking a Tour de Fall @ Memphis' Pint & Dram - http://t.co/ZEVvcvjrR5 #photo,0
@Official_NFFC #spinless#gutless  acceptable,0
Good to see Tomas Rosicky playing tdae #ARSvQPR,0
Really love when the @DASHBus  is over five minutes late on the cold days. Feels like Metro!,1
"@aleciamarie21 @DonnieWahlberg is it bad that after my ""happy Preds won"" :party_popper: dance my first thought was Donnie?! :grinning_face_with_smiling_eyes::speak-no-evil_monkey:",0
"""@BestProAdvice: http://t.co/yRl7MbKNzB""  true....you can't replace your one and only mam.",0
Photo: Cheers! #vodka #mother #energy #drink #tipsy #on #one #drink #Cadbury  #alcoholic #Friday... http://t.co/9nIao1XChp,1
"@EthanSnaps Just what the Bears need... A sense of urgency at QB position, using top pick at QB position",1
"Take me to church...,.",0
"Wow thanks for the good vibes right before my exam, parents.",1
@the_angry_ranga @UberFacts For the masses. I love it.,0
@14_CeRivera I never study lolz. I've been working on a presentation thats due tomorrow and I just now started:smiling_face_with_open_mouth_and_cold_sweat:,0
@TheBodyShopUK I dont know what it is but I'm in love your products Christmas heaven! #love #skincare #beauty :thumbs_up_sign::green_heart::bath:. http://t.co/ROUQLlla1f,0
@LizardPatrol wow u brought down xbox live arnt you amazing  why don't you do something more productive like grow up,1
"On a good note, only 49 more days until #Scandal.  :crying_face::crying_face:",1
Wow I love having 3 essays due in the next 3 weeks,1
@Sanisanko Sig-ni-fi-cant witter,1
Fuse blown in the media room! Too much hallway vacuuming. Chaos about to break loose. #CanCup,1
"@GIBiz @MonsieurHutt Porn!? Where where?? Move that naked woman, I can't see where the porn is!| #games",1
Why does Zayn look like a Spanish flamingo dancer,0
".@ShawnaTova Computing, the Internet, personal computers & smart phones were all invented by that ""pond scum""  @addictionguy",1
@MrHepzn @janr572 The kindness of strangers!,0
Wow I love school  http://t.co/8Knui6m2nc,1
@maryeags everyone just wants to be you your just sooooo cool,1
FINALLY TAKEN To the gir love  #heartbroken 12~19~14,1
watching Elf was a prime decision tonight,0
How Badly Do You Need That Burrito? (That's sounds naughty) http://t.co/U3YojBgmRQ #burrito,0
I love waking up late and sick during dead week. #thebest,1
way to prove that women are more than just breasts & an ass...  :unamused_face:,1
waking up congested/not being able to breathe is a great feeling.  :expressionless_face:,1
my life won't be complete until I meet @Theresacaputo :two_hearts:,0
Just got the message I need to start working at another location. Brilliant!  now rushing towards second location. Oh god I hate Mondays,1
".Thanks to Kanye, McCartney will finally get that big break he's been waiting for. No more dumpster diving for him.  #caring",1
"@jwalmsley10 very clever jack! Changed the word ""big"" to ""no"",go to bed feeling like you've made a difference to society #youareagenius",1
*gasp* The girls are at a rehearsal studio today? You don't say... Hmmm wonder what on earth for? :frog_face::hot_beverage:️  #MTVStars Little Mix,1
@Neilby70 yeah not to bad been asleep most of it my backs been playing up so been on strong painkillers that knock me out :see-no-evil_monkey:,0
There's nothing better than the feeling of being loved :unamused_face: lol nothing :thumbs_up_sign:,1
@LipsbyCarla @IAmSteveHarvey I won't be pledging anytime soon...why are these GROWN women competing..AKA vs DELTA...crabs in a barrel..SAD,0
A #Meme for your #Monday! #MemeMonday #Obama #Obamacare #AcidReflux  #StandUpShot #JokeoftheDay #Comedy http://t.co/C67x0Iq4CT,0
"Digital drumsticks, thanks Grandma and Grandpa  http://t.co/srMIfk2hWN",1
#Congratulations to the #Hashemite #Kingdom of #Jordan under the wise leadership of #His #Majesty #King #Abdullah II on the #New #Year 2015!,0
Gotta go back to work tonight,0
"Math presentation, ap history test, ap science test, and whatever the hell we're doing in Asgill... Today should be fun!",1
If that's Man U at its best they have much bigger problems than us ;) #saintsfc. Then again we're still 5th #noproblem,0
Even Soweto TV didn't bother to show these fvcken awards...useless to the bone..go figure,0
"Pain is inevitable, suffering is optional|#Anonymous",0
How DARE somebody exercise their freedom to protest and freedom of speech.,1
What I learned today??? You can choose to live a fearless life. #iam #fearfree  #fearfull,0
"""@Fit_Motivator: I learned that if you want to make it bad enough, no matter how bad it is, you can make it. -Gale Sayers""  #Wise",0
